OrderID,PurchaseDate,DeliveryDate,Vendor,Product,Category,Location,Quantity,UnitPrice,OrderStatus,PaymentStatus,PaymentTerms,DeliveryDays,TotalCost,IsOnTime
ORD1184,11/28/2022,12/8/2022,Alpha Supplies,Product_50,Office Supplies,Canada,55,24.1,Delivered,Paid,Net 30,10,1325.5,FALSE
ORD1185,10/10/2023,10/20/2023,Theta Tech,Product_1,Furniture,France,10,440.05,Pending,Paid,Upon Delivery,10,4400.5,FALSE
ORD1186,10/15/2022,10/23/2022,Eta Logistics,Product_26,Office Supplies,Australia,60,160.89,Pending,Paid,Net 60,8,9653.4,FALSE
ORD1187,3/4/2024,3/14/2024,Delta Traders,Product_45,Electronics,France,2,68.84,Delivered,Paid,Net 30,10,137.68,FALSE
ORD1188,3/21/2023,3/27/2023,Beta Corp,Product_20,Office Supplies,India,15,236.89,Pending,Unpaid,Net 30,6,3553.35,TRUE
ORD1189,3/28/2024,4/5/2024,Theta Tech,Product_23,Office Supplies,India,3,301.16,Delivered,Overdue,Net 30,8,903.48,FALSE
ORD1190,11/14/2022,11/21/2022,Beta Corp,Product_10,Electronics,Australia,43,20.33,Pending,Paid,Net 60,7,874.19,TRUE
ORD1191,9/4/2022,9/12/2022,Alpha Supplies,Product_11,Furniture,Russia,31,141.07,Canceled,Paid,Upon Delivery,8,4373.17,FALSE
ORD1192,3/30/2024,4/9/2024,Theta Tech,Product_41,Machinery,Russia,70,21.24,Delivered,Paid,Net 60,10,1486.8,FALSE
ORD1193,11/27/2022,12/3/2022,Delta Traders,Product_41,Electronics,Australia,67,213.07,Canceled,Overdue,Net 30,6,14275.69,TRUE
ORD1194,3/19/2024,3/25/2024,Eta Logistics,Product_5,Electronics,Australia,56,448.07,Delivered,Paid,Upon Delivery,6,25091.92,TRUE
ORD1195,7/19/2023,7/28/2023,Beta Corp,Product_1,Furniture,France,63,491.41,Delivered,Paid,Net 60,9,30958.83,FALSE
ORD1196,2/19/2022,2/26/2022,Beta Corp,Product_17,Machinery,Australia,75,320.34,Shipped,Paid,Upon Delivery,7,24025.5,TRUE
ORD1197,1/25/2024,1/30/2024,Beta Corp,Product_22,Electronics,Canada,15,85.01,Shipped,Paid,Net 30,5,1275.15,TRUE
ORD1198,9/3/2023,9/8/2023,Delta Traders,Product_34,Office Supplies,Russia,92,453.4,Delivered,Unpaid,Net 60,5,41712.8,TRUE
ORD1199,8/27/2023,9/4/2023,Eta Logistics,Product_45,Machinery,Russia,10,260.54,Delivered,Paid,Upon Delivery,8,2605.4,FALSE
ORD1200,11/10/2022,11/19/2022,Delta Traders,Product_41,Office Supplies,Japan,38,81.11,Delivered,Paid,Net 60,9,3082.18,FALSE
ORD1201,9/13/2022,9/17/2022,Alpha Supplies,Product_29,Electronics,Australia,47,461.25,Delivered,Unpaid,Net 30,4,21678.75,TRUE
ORD1202,3/30/2023,4/7/2023,Alpha Supplies,Product_4,Office Supplies,Germany,57,379.95,Shipped,Paid,Upon Delivery,8,21657.15,FALSE
ORD1203,3/12/2023,3/21/2023,Beta Corp,Product_5,Electronics,Germany,50,367.19,Shipped,Paid,Net 30,9,18359.5,FALSE
ORD1204,8/19/2023,8/26/2023,Beta Corp,Product_11,Office Supplies,Australia,71,356.04,Pending,Paid,Upon Delivery,7,25278.84,TRUE
ORD1205,6/5/2022,6/12/2022,Beta Corp,Product_21,Machinery,Canada,15,104.17,Delivered,Unpaid,Net 30,7,1562.55,TRUE
ORD1206,7/29/2023,8/5/2023,Beta Corp,Product_35,Office Supplies,Germany,18,109.45,Pending,Unpaid,Net 30,7,1970.1,TRUE
ORD1207,5/7/2022,5/14/2022,Alpha Supplies,Product_12,Electronics,Japan,82,345.71,Delivered,Unpaid,Net 60,7,28348.22,TRUE
ORD1208,6/12/2023,6/19/2023,Delta Traders,Product_26,Electronics,India,88,113.76,Shipped,Paid,Net 30,7,10010.88,TRUE
ORD1209,7/1/2023,7/10/2023,Alpha Supplies,Product_19,Electronics,Australia,2,222.14,Shipped,Unpaid,Net 60,9,444.28,FALSE
ORD1210,1/30/2024,2/8/2024,Alpha Supplies,Product_45,Machinery,Canada,84,392.09,Pending,Paid,Net 30,9,32935.56,FALSE
ORD1211,1/25/2023,1/31/2023,Alpha Supplies,Product_7,Electronics,Canada,98,393.06,Delivered,Unpaid,Net 30,6,38519.88,TRUE
ORD1212,4/30/2023,5/5/2023,Delta Traders,Product_47,Electronics,France,43,229.36,Delivered,Paid,Net 30,5,9862.48,TRUE
ORD1213,11/23/2022,12/3/2022,Alpha Supplies,Product_7,Electronics,Canada,26,397.13,Delivered,Paid,Upon Delivery,10,10325.38,FALSE
ORD1214,3/10/2022,3/17/2022,Theta Tech,Product_26,Office Supplies,Germany,71,420.12,Shipped,Paid,Net 60,7,29828.52,TRUE
ORD1215,6/18/2023,6/22/2023,Alpha Supplies,Product_40,Office Supplies,India,38,329.11,Delivered,Paid,Upon Delivery,4,12506.18,TRUE
ORD1216,9/14/2022,9/24/2022,Eta Logistics,Product_5,Office Supplies,Germany,94,118.07,Delivered,Paid,Net 60,10,11098.58,FALSE
ORD1217,1/23/2024,2/1/2024,Theta Tech,Product_21,Office Supplies,Australia,42,140.64,Delivered,Overdue,Net 30,9,5906.88,FALSE
ORD1218,5/20/2022,5/24/2022,Delta Traders,Product_14,Office Supplies,India,5,160.85,Shipped,Paid,Upon Delivery,4,804.25,TRUE
ORD1219,11/1/2022,11/5/2022,Theta Tech,Product_4,Machinery,Australia,11,62.82,Delivered,Unpaid,Net 60,4,691.02,TRUE
ORD1220,8/8/2023,8/12/2023,Delta Traders,Product_23,Office Supplies,Canada,65,140.21,Shipped,Paid,Net 30,4,9113.65,TRUE
ORD1221,3/25/2023,3/31/2023,Delta Traders,Product_42,Machinery,Japan,34,108.71,Shipped,Paid,Net 60,6,3696.14,TRUE
ORD1222,8/29/2022,9/7/2022,Eta Logistics,Product_20,Machinery,Russia,1,230.39,Shipped,Paid,Net 60,9,230.39,FALSE
ORD1223,1/25/2023,1/29/2023,Eta Logistics,Product_15,Electronics,India,83,454.68,Delivered,Paid,Net 30,4,37738.44,TRUE
ORD1224,11/29/2022,12/6/2022,Theta Tech,Product_50,Electronics,France,2,56.72,Delivered,Paid,Upon Delivery,7,113.44,TRUE
ORD1225,3/27/2022,4/4/2022,Theta Tech,Product_45,Office Supplies,Russia,85,361.53,Delivered,Paid,Net 30,8,30730.05,FALSE
ORD1226,6/26/2022,6/30/2022,Delta Traders,Product_29,Electronics,Canada,20,345.21,Delivered,Paid,Upon Delivery,4,6904.2,TRUE
ORD1227,1/11/2023,1/17/2023,Alpha Supplies,Product_8,Electronics,Canada,61,52.4,Delivered,Paid,Net 60,6,3196.4,TRUE
ORD1228,9/2/2023,9/12/2023,Alpha Supplies,Product_41,Machinery,Russia,87,461.67,Pending,Paid,Net 60,10,40165.29,FALSE
ORD1229,8/19/2022,8/28/2022,Delta Traders,Product_48,Machinery,France,21,286.39,Delivered,Unpaid,Net 60,9,6014.19,FALSE
ORD1230,1/4/2023,1/10/2023,Alpha Supplies,Product_19,Office Supplies,India,88,185.04,Shipped,Paid,Upon Delivery,6,16283.52,TRUE
ORD1231,3/25/2022,3/29/2022,Theta Tech,Product_48,Office Supplies,India,68,379.49,Delivered,Paid,Net 30,4,25805.32,TRUE
ORD1232,1/23/2023,2/1/2023,Delta Traders,Product_39,Office Supplies,Russia,12,132.4,Pending,Unpaid,Upon Delivery,9,1588.8,FALSE
ORD1233,2/24/2024,3/3/2024,Delta Traders,Product_46,Electronics,Australia,22,348.29,Canceled,Paid,Net 60,8,7662.38,FALSE
ORD1234,4/7/2022,4/11/2022,Theta Tech,Product_28,Furniture,Germany,20,24.66,Canceled,Unpaid,Net 60,4,493.2,TRUE
ORD1235,2/17/2023,2/23/2023,Beta Corp,Product_46,Furniture,Japan,82,420.51,Shipped,Overdue,Net 30,6,34481.82,TRUE
ORD1236,1/6/2022,1/11/2022,Theta Tech,Product_27,Office Supplies,Australia,1,226.84,Canceled,Paid,Upon Delivery,5,226.84,TRUE
ORD1237,2/2/2023,2/9/2023,Eta Logistics,Product_4,Furniture,India,30,320.16,Shipped,Paid,Net 60,7,9604.8,TRUE
ORD1238,11/17/2023,11/27/2023,Beta Corp,Product_15,Office Supplies,Germany,97,114.51,Delivered,Unpaid,Upon Delivery,10,11107.47,FALSE
ORD1239,2/9/2024,2/15/2024,Theta Tech,Product_35,Machinery,Japan,24,340.15,Pending,Paid,Upon Delivery,6,8163.6,TRUE
ORD1240,7/10/2022,7/19/2022,Alpha Supplies,Product_37,Electronics,Japan,14,387.26,Delivered,Paid,Net 30,9,5421.64,FALSE
ORD1241,10/30/2023,11/3/2023,Theta Tech,Product_1,Electronics,Japan,36,239.24,Delivered,Paid,Net 30,4,8612.64,TRUE
ORD1242,9/14/2022,9/21/2022,Delta Traders,Product_3,Electronics,Canada,69,310.77,Delivered,Paid,Net 60,7,21443.13,TRUE
ORD1243,8/6/2022,8/10/2022,Eta Logistics,Product_47,Office Supplies,Japan,75,230.88,Delivered,Paid,Net 30,4,17316,TRUE
ORD1244,1/15/2023,1/24/2023,Beta Corp,Product_24,Office Supplies,France,24,447.58,Delivered,Paid,Upon Delivery,9,10741.92,FALSE
ORD1245,10/1/2023,10/5/2023,Alpha Supplies,Product_27,Electronics,Russia,60,251.45,Delivered,Unpaid,Net 30,4,15087,TRUE
ORD1246,3/9/2024,3/14/2024,Delta Traders,Product_40,Office Supplies,India,95,421.7,Delivered,Paid,Upon Delivery,5,40061.5,TRUE
ORD1247,8/2/2023,8/9/2023,Delta Traders,Product_36,Office Supplies,France,55,401.67,Shipped,Unpaid,Net 60,7,22091.85,TRUE
ORD1248,11/30/2023,12/7/2023,Delta Traders,Product_34,Furniture,Russia,77,208.2,Delivered,Unpaid,Upon Delivery,7,16031.4,TRUE
ORD1249,12/29/2022,1/7/2023,Delta Traders,Product_29,Furniture,Australia,80,118.89,Canceled,Unpaid,Net 30,9,9511.2,FALSE
ORD1250,6/21/2022,7/1/2022,Theta Tech,Product_24,Office Supplies,Australia,24,206.01,Delivered,Paid,Net 30,10,4944.24,FALSE
ORD1251,11/10/2023,11/15/2023,Alpha Supplies,Product_24,Office Supplies,Russia,77,413.98,Shipped,Paid,Net 60,5,31876.46,TRUE
ORD1252,3/23/2022,3/29/2022,Delta Traders,Product_42,Office Supplies,France,24,117.68,Shipped,Paid,Net 30,6,2824.32,TRUE
ORD1253,8/1/2023,8/5/2023,Beta Corp,Product_4,Furniture,Russia,54,264.6,Pending,Paid,Net 60,4,14288.4,TRUE
ORD1254,10/18/2022,10/26/2022,Eta Logistics,Product_3,Office Supplies,Japan,26,404.02,Pending,Paid,Net 60,8,10504.52,FALSE
ORD1255,10/2/2023,10/6/2023,Delta Traders,Product_34,Office Supplies,Canada,66,179.97,Delivered,Paid,Net 30,4,11878.02,TRUE
ORD1256,1/25/2023,1/29/2023,Delta Traders,Product_49,Office Supplies,India,80,322.89,Shipped,Unpaid,Upon Delivery,4,25831.2,TRUE
ORD1257,1/6/2023,1/12/2023,Alpha Supplies,Product_23,Office Supplies,Australia,38,126.59,Shipped,Paid,Net 60,6,4810.42,TRUE
ORD1258,1/21/2022,1/25/2022,Delta Traders,Product_23,Electronics,India,65,59.09,Shipped,Paid,Upon Delivery,4,3840.85,TRUE
ORD1259,3/29/2023,4/3/2023,Delta Traders,Product_45,Office Supplies,Canada,75,398.22,Pending,Paid,Net 30,5,29866.5,TRUE
ORD1260,2/18/2022,2/23/2022,Theta Tech,Product_5,Electronics,Japan,51,53.99,Delivered,Paid,Upon Delivery,5,2753.49,TRUE
ORD1261,1/4/2023,1/11/2023,Eta Logistics,Product_31,Furniture,Japan,35,139.33,Shipped,Unpaid,Upon Delivery,7,4876.55,TRUE
ORD1262,2/14/2024,2/23/2024,Delta Traders,Product_41,Electronics,Australia,43,428.28,Delivered,Paid,Upon Delivery,9,18416.04,FALSE
ORD1263,1/16/2023,1/26/2023,Beta Corp,Product_6,Electronics,Australia,29,176.5,Pending,Paid,Upon Delivery,10,5118.5,FALSE
ORD1264,2/15/2022,2/23/2022,Eta Logistics,Product_37,Office Supplies,Japan,37,486.66,Delivered,Unpaid,Net 30,8,18006.42,FALSE
ORD1265,6/29/2022,7/3/2022,Beta Corp,Product_10,Office Supplies,Germany,81,489.97,Shipped,Paid,Net 30,4,39687.57,TRUE
ORD1266,1/22/2023,1/26/2023,Eta Logistics,Product_40,Electronics,India,58,137.8,Delivered,Paid,Upon Delivery,4,7992.4,TRUE
ORD1267,8/15/2022,8/21/2022,Alpha Supplies,Product_7,Office Supplies,Canada,54,25.28,Delivered,Paid,Net 30,6,1365.12,TRUE
ORD1268,6/23/2023,7/2/2023,Eta Logistics,Product_39,Office Supplies,India,39,354.01,Pending,Paid,Net 30,9,13806.39,FALSE
ORD1269,3/31/2024,4/5/2024,Beta Corp,Product_38,Machinery,Canada,42,228.24,Canceled,Unpaid,Net 60,5,9586.08,TRUE
ORD1270,7/15/2022,7/23/2022,Delta Traders,Product_21,Electronics,Germany,28,54.87,Pending,Paid,Net 30,8,1536.36,FALSE
ORD1271,12/25/2023,1/1/2024,Alpha Supplies,Product_20,Electronics,France,29,355.22,Delivered,Paid,Upon Delivery,7,10301.38,TRUE
ORD1272,1/3/2023,1/8/2023,Alpha Supplies,Product_3,Electronics,Canada,43,20.43,Delivered,Overdue,Net 30,5,878.49,TRUE
ORD1273,9/14/2023,9/23/2023,Beta Corp,Product_22,Furniture,India,3,435.75,Canceled,Unpaid,Net 30,9,1307.25,FALSE
ORD1274,11/16/2022,11/26/2022,Beta Corp,Product_47,Office Supplies,Russia,10,73.63,Shipped,Paid,Net 30,10,736.3,FALSE
ORD1275,3/26/2024,4/2/2024,Beta Corp,Product_4,Office Supplies,Japan,59,68.02,Shipped,Paid,Net 30,7,4013.18,TRUE
ORD1276,2/3/2023,2/13/2023,Alpha Supplies,Product_28,Electronics,Japan,14,91.96,Delivered,Paid,Net 60,10,1287.44,FALSE
ORD1277,12/9/2023,12/15/2023,Delta Traders,Product_12,Office Supplies,Germany,76,480.33,Shipped,Unpaid,Upon Delivery,6,36505.08,TRUE
ORD1278,5/23/2022,5/29/2022,Theta Tech,Product_38,Office Supplies,Canada,47,348.12,Delivered,Paid,Upon Delivery,6,16361.64,TRUE
ORD1279,5/27/2023,5/31/2023,Eta Logistics,Product_36,Machinery,France,42,401.68,Pending,Paid,Net 30,4,16870.56,TRUE
ORD1280,9/11/2022,9/21/2022,Eta Logistics,Product_47,Machinery,Canada,94,201.83,Delivered,Unpaid,Net 30,10,18972.02,FALSE
ORD1281,9/7/2023,9/16/2023,Theta Tech,Product_41,Office Supplies,Japan,32,171.47,Delivered,Paid,Net 60,9,5487.04,FALSE
ORD1282,5/30/2023,6/7/2023,Beta Corp,Product_5,Machinery,Australia,32,121.07,Canceled,Paid,Net 30,8,3874.24,FALSE
ORD1283,7/17/2022,7/24/2022,Delta Traders,Product_13,Electronics,Russia,42,242.92,Pending,Paid,Net 60,7,10202.64,TRUE
ORD1284,9/10/2023,9/15/2023,Delta Traders,Product_23,Machinery,Germany,32,278.16,Delivered,Paid,Upon Delivery,5,8901.12,TRUE
ORD1285,9/4/2022,9/13/2022,Alpha Supplies,Product_50,Electronics,Australia,26,317.73,Delivered,Unpaid,Upon Delivery,9,8260.98,FALSE
ORD1286,1/26/2022,2/4/2022,Delta Traders,Product_30,Machinery,India,1,132.27,Delivered,Paid,Net 60,9,132.27,FALSE
ORD1287,5/19/2022,5/25/2022,Eta Logistics,Product_37,Office Supplies,France,56,474.58,Pending,Paid,Upon Delivery,6,26576.48,TRUE
ORD1288,5/21/2022,5/31/2022,Eta Logistics,Product_25,Office Supplies,Australia,2,89.03,Delivered,Paid,Net 30,10,178.06,FALSE
ORD1289,8/10/2023,8/14/2023,Eta Logistics,Product_48,Electronics,India,81,483,Delivered,Unpaid,Net 30,4,39123,TRUE
ORD1290,2/23/2024,2/27/2024,Theta Tech,Product_27,Electronics,Australia,30,12.35,Pending,Overdue,Net 60,4,370.5,TRUE
ORD1291,1/28/2022,2/4/2022,Alpha Supplies,Product_14,Office Supplies,France,71,243.16,Pending,Paid,Upon Delivery,7,17264.36,TRUE
ORD1292,2/23/2023,3/1/2023,Theta Tech,Product_48,Electronics,Australia,52,170.02,Canceled,Paid,Upon Delivery,6,8841.04,TRUE
ORD1293,5/31/2023,6/9/2023,Theta Tech,Product_47,Office Supplies,Germany,91,227.32,Pending,Paid,Net 60,9,20686.12,FALSE
ORD1294,1/10/2024,1/18/2024,Beta Corp,Product_36,Electronics,Japan,9,287.48,Shipped,Paid,Net 60,8,2587.32,FALSE
ORD1295,10/16/2023,10/22/2023,Eta Logistics,Product_39,Office Supplies,Canada,22,220.62,Shipped,Paid,Upon Delivery,6,4853.64,TRUE
ORD1296,5/11/2023,5/18/2023,Alpha Supplies,Product_16,Furniture,Australia,34,210.35,Shipped,Paid,Net 60,7,7151.9,TRUE
ORD1297,4/21/2023,4/28/2023,Alpha Supplies,Product_22,Office Supplies,Germany,49,367.7,Pending,Paid,Net 30,7,18017.3,TRUE
ORD1298,8/6/2023,8/12/2023,Beta Corp,Product_21,Electronics,Canada,1,344.51,Delivered,Paid,Upon Delivery,6,344.51,TRUE
ORD1299,1/5/2022,1/12/2022,Beta Corp,Product_21,Office Supplies,India,73,417.47,Shipped,Paid,Net 60,7,30475.31,TRUE
ORD1300,1/27/2022,2/2/2022,Alpha Supplies,Product_8,Electronics,Canada,84,128.73,Delivered,Overdue,Net 60,6,10813.32,TRUE
ORD1301,4/6/2023,4/11/2023,Eta Logistics,Product_49,Machinery,India,53,306.72,Delivered,Overdue,Net 60,5,16256.16,TRUE
ORD1302,3/29/2022,4/4/2022,Beta Corp,Product_16,Furniture,Australia,83,294.67,Delivered,Paid,Upon Delivery,6,24457.61,TRUE
ORD1303,9/9/2022,9/19/2022,Beta Corp,Product_31,Electronics,Germany,40,188.02,Delivered,Unpaid,Net 30,10,7520.8,FALSE
ORD1304,1/22/2022,1/28/2022,Alpha Supplies,Product_42,Office Supplies,Japan,45,245.6,Shipped,Unpaid,Net 30,6,11052,TRUE
ORD1305,3/8/2024,3/15/2024,Eta Logistics,Product_10,Electronics,Australia,68,160.32,Pending,Paid,Upon Delivery,7,10901.76,TRUE
ORD1306,8/16/2023,8/26/2023,Alpha Supplies,Product_32,Furniture,India,9,75.21,Pending,Unpaid,Net 60,10,676.89,FALSE
ORD1307,5/23/2022,5/30/2022,Delta Traders,Product_34,Electronics,France,22,110.83,Pending,Paid,Upon Delivery,7,2438.26,TRUE
ORD1308,4/18/2022,4/22/2022,Eta Logistics,Product_9,Office Supplies,Canada,18,57.23,Delivered,Paid,Upon Delivery,4,1030.14,TRUE
ORD1309,5/25/2023,5/29/2023,Delta Traders,Product_17,Machinery,Australia,76,343.12,Delivered,Paid,Net 60,4,26077.12,TRUE
ORD1310,11/21/2022,12/1/2022,Alpha Supplies,Product_11,Office Supplies,India,43,332.06,Pending,Paid,Upon Delivery,10,14278.58,FALSE
ORD1311,1/5/2024,1/10/2024,Theta Tech,Product_32,Electronics,Canada,39,475.55,Canceled,Unpaid,Net 30,5,18546.45,TRUE
ORD1312,12/12/2023,12/16/2023,Delta Traders,Product_10,Electronics,India,73,366.19,Delivered,Paid,Upon Delivery,4,26731.87,TRUE
ORD1313,2/8/2024,2/14/2024,Delta Traders,Product_22,Office Supplies,Germany,6,30.76,Canceled,Unpaid,Net 60,6,184.56,TRUE
ORD1314,4/5/2023,4/12/2023,Delta Traders,Product_17,Office Supplies,Russia,83,442.7,Delivered,Paid,Upon Delivery,7,36744.1,TRUE
ORD1315,7/7/2022,7/11/2022,Beta Corp,Product_4,Office Supplies,Australia,48,432.02,Delivered,Paid,Net 30,4,20736.96,TRUE
ORD1316,3/7/2024,3/11/2024,Eta Logistics,Product_48,Office Supplies,Japan,7,224.44,Delivered,Unpaid,Upon Delivery,4,1571.08,TRUE
ORD1317,4/21/2023,4/26/2023,Beta Corp,Product_47,Electronics,Australia,80,295,Delivered,Paid,Upon Delivery,5,23600,TRUE
ORD1318,1/26/2024,2/5/2024,Delta Traders,Product_25,Electronics,Canada,69,488.16,Shipped,Paid,Upon Delivery,10,33683.04,FALSE
ORD1319,7/26/2022,8/5/2022,Delta Traders,Product_21,Office Supplies,Germany,16,268.49,Shipped,Unpaid,Upon Delivery,10,4295.84,FALSE
ORD1320,9/18/2022,9/27/2022,Theta Tech,Product_37,Office Supplies,India,1,453.13,Delivered,Paid,Net 60,9,453.13,FALSE
ORD1321,11/14/2022,11/19/2022,Alpha Supplies,Product_38,Office Supplies,France,37,46.1,Pending,Unpaid,Net 30,5,1705.7,TRUE
ORD1322,5/15/2023,5/21/2023,Theta Tech,Product_49,Electronics,Japan,83,99.57,Canceled,Paid,Net 30,6,8264.31,TRUE
ORD1323,7/30/2023,8/9/2023,Delta Traders,Product_1,Machinery,Germany,37,223.17,Delivered,Paid,Net 30,10,8257.29,FALSE
ORD1324,6/3/2022,6/10/2022,Eta Logistics,Product_25,Machinery,Australia,81,294.45,Delivered,Unpaid,Upon Delivery,7,23850.45,TRUE
ORD1325,4/27/2023,5/2/2023,Theta Tech,Product_36,Office Supplies,France,64,409.03,Shipped,Overdue,Net 30,5,26177.92,TRUE
ORD1326,6/22/2023,6/26/2023,Theta Tech,Product_17,Electronics,Germany,90,494.19,Pending,Paid,Net 60,4,44477.1,TRUE
ORD1327,7/22/2022,7/29/2022,Eta Logistics,Product_41,Office Supplies,Russia,86,197.48,Shipped,Paid,Upon Delivery,7,16983.28,TRUE
ORD1328,4/1/2022,4/8/2022,Eta Logistics,Product_24,Office Supplies,Japan,62,28.47,Delivered,Paid,Upon Delivery,7,1765.14,TRUE
ORD1329,4/17/2023,4/21/2023,Theta Tech,Product_2,Furniture,Canada,72,401.58,Canceled,Unpaid,Net 30,4,28913.76,TRUE
ORD1330,2/8/2023,2/13/2023,Alpha Supplies,Product_40,Office Supplies,Germany,61,304.17,Delivered,Paid,Upon Delivery,5,18554.37,TRUE
ORD1331,3/9/2023,3/13/2023,Alpha Supplies,Product_15,Machinery,Germany,33,103.28,Delivered,Paid,Upon Delivery,4,3408.24,TRUE
ORD1332,10/29/2022,11/7/2022,Theta Tech,Product_32,Office Supplies,Russia,66,249.94,Pending,Paid,Net 30,9,16496.04,FALSE
ORD1333,1/9/2023,1/16/2023,Delta Traders,Product_39,Electronics,Australia,30,372.44,Delivered,Paid,Net 60,7,11173.2,TRUE
ORD1334,7/15/2022,7/23/2022,Eta Logistics,Product_6,Furniture,India,20,386.35,Delivered,Unpaid,Net 60,8,7727,FALSE
ORD1335,8/29/2023,9/6/2023,Delta Traders,Product_1,Office Supplies,India,60,252.31,Delivered,Paid,Net 30,8,15138.6,FALSE
ORD1336,3/15/2022,3/21/2022,Delta Traders,Product_47,Electronics,Japan,82,156.08,Delivered,Paid,Net 60,6,12798.56,TRUE
ORD1337,3/8/2023,3/18/2023,Delta Traders,Product_23,Furniture,Japan,74,487,Canceled,Unpaid,Net 60,10,36038,FALSE
ORD1338,3/15/2022,3/19/2022,Beta Corp,Product_39,Office Supplies,Canada,24,333.36,Delivered,Paid,Net 60,4,8000.64,TRUE
ORD1339,2/20/2024,2/24/2024,Alpha Supplies,Product_17,Electronics,Germany,4,207.08,Delivered,Unpaid,Upon Delivery,4,828.32,TRUE
ORD1340,11/12/2022,11/18/2022,Alpha Supplies,Product_34,Furniture,France,37,143.83,Delivered,Paid,Upon Delivery,6,5321.71,TRUE
ORD1341,4/3/2022,4/9/2022,Theta Tech,Product_41,Electronics,Germany,4,366.9,Delivered,Paid,Upon Delivery,6,1467.6,TRUE
ORD1342,3/4/2024,3/10/2024,Alpha Supplies,Product_29,Electronics,India,77,124.88,Pending,Paid,Net 60,6,9615.76,TRUE
ORD1343,2/1/2024,2/8/2024,Beta Corp,Product_9,Furniture,Canada,89,90,Delivered,Paid,Upon Delivery,7,8010,TRUE
ORD1344,9/18/2023,9/27/2023,Beta Corp,Product_13,Furniture,Germany,77,267.27,Canceled,Overdue,Net 60,9,20579.79,FALSE
ORD1345,12/15/2022,12/19/2022,Delta Traders,Product_6,Electronics,Russia,18,148.54,Delivered,Paid,Net 30,4,2673.72,TRUE
ORD1346,10/3/2023,10/10/2023,Eta Logistics,Product_6,Machinery,India,88,316.31,Delivered,Paid,Net 60,7,27835.28,TRUE
ORD1347,11/5/2022,11/11/2022,Theta Tech,Product_20,Furniture,Germany,66,63.38,Shipped,Paid,Upon Delivery,6,4183.08,TRUE
ORD1348,7/21/2023,7/25/2023,Theta Tech,Product_3,Office Supplies,Germany,48,329.2,Canceled,Unpaid,Net 60,4,15801.6,TRUE
ORD1349,3/4/2024,3/11/2024,Delta Traders,Product_17,Office Supplies,India,33,145.23,Delivered,Paid,Upon Delivery,7,4792.59,TRUE
ORD1350,3/20/2024,3/29/2024,Alpha Supplies,Product_49,Electronics,France,58,5.12,Shipped,Paid,Upon Delivery,9,296.96,FALSE
ORD1351,10/17/2022,10/24/2022,Delta Traders,Product_12,Electronics,India,83,67.83,Delivered,Paid,Net 30,7,5629.89,TRUE
ORD1352,5/2/2023,5/11/2023,Theta Tech,Product_48,Electronics,Russia,73,467.14,Shipped,Paid,Net 30,9,34101.22,FALSE
ORD1353,2/5/2022,2/11/2022,Alpha Supplies,Product_47,Electronics,Russia,28,434.34,Pending,Paid,Upon Delivery,6,12161.52,TRUE
ORD1354,9/14/2022,9/23/2022,Eta Logistics,Product_45,Machinery,Germany,35,120.64,Pending,Paid,Net 60,9,4222.4,FALSE
ORD1355,10/11/2022,10/15/2022,Eta Logistics,Product_1,Electronics,Japan,10,390.29,Shipped,Unpaid,Net 30,4,3902.9,TRUE
ORD1356,9/9/2022,9/15/2022,Theta Tech,Product_17,Furniture,France,65,306.24,Delivered,Paid,Net 30,6,19905.6,TRUE
ORD1357,2/1/2022,2/5/2022,Beta Corp,Product_3,Electronics,Germany,42,485.6,Pending,Paid,Upon Delivery,4,20395.2,TRUE
ORD1358,12/13/2023,12/21/2023,Alpha Supplies,Product_26,Electronics,India,85,189.93,Delivered,Paid,Net 60,8,16144.05,FALSE
ORD1359,8/5/2022,8/10/2022,Alpha Supplies,Product_15,Electronics,Germany,9,342.32,Delivered,Paid,Net 30,5,3080.88,TRUE
ORD1360,4/7/2023,4/16/2023,Beta Corp,Product_36,Office Supplies,Canada,60,36.45,Delivered,Paid,Net 30,9,2187,FALSE
ORD1361,4/2/2022,4/7/2022,Delta Traders,Product_32,Office Supplies,Canada,15,201.14,Delivered,Unpaid,Net 60,5,3017.1,TRUE
ORD1362,11/10/2023,11/15/2023,Delta Traders,Product_32,Furniture,Japan,99,482.09,Pending,Paid,Net 30,5,47726.91,TRUE
ORD1363,12/25/2023,1/3/2024,Alpha Supplies,Product_4,Electronics,France,57,271.8,Pending,Unpaid,Net 60,9,15492.6,FALSE
ORD1364,2/23/2023,3/1/2023,Beta Corp,Product_18,Electronics,Australia,69,147.5,Pending,Paid,Upon Delivery,6,10177.5,TRUE
ORD1365,8/1/2022,8/9/2022,Beta Corp,Product_49,Office Supplies,Canada,22,64.53,Delivered,Unpaid,Net 30,8,1419.66,FALSE
ORD1366,1/6/2024,1/10/2024,Delta Traders,Product_19,Furniture,Australia,64,353.25,Delivered,Unpaid,Upon Delivery,4,22608,TRUE
ORD1367,7/11/2022,7/18/2022,Alpha Supplies,Product_43,Electronics,Russia,41,324.2,Shipped,Paid,Net 60,7,13292.2,TRUE
